1,Bucket,2,Bolivia
1,Glaive,2,Bolivia
1,Antitoxin (vial),3,Bolivia
1,Totem (Druidic Focus),3,Bolivia
1,Padded,3,Bolivia
1,Bucket,3,Bolivia
1,Glaive,3,Bolivia
4,Waterskin,1,Brazil
4,Longbow,1,Brazil
4,Warhammer,1,Brazil
4,Bullseye Lantern,1,Brazil
3,Heavy Crossbow,1,Brazil
4,Waterskin,2,Brazil
4,Longbow,2,Brazil
4,Warhammer,2,Brazil
4,Bullseye Lantern,2,Brazil
3,Heavy Crossbow,2,Brazil
4,Waterskin,3,Brazil
4,Longbow,3,Brazil
4,Warhammer,3,Brazil
4,Bullseye Lantern,3,Brazil
3,Heavy Crossbow,3,Brazil
1,Orb (Arcane Focus),1,Canada
1,Flail,1,Canada
1,Crowbar,1,Canada
1,Breastplate,1,Canada
1,Net,1,Canada
1,Orb (Arcane Focus),2,Canada
1,Flail,2,Canada
1,Crowbar,2,Canada
1,Breastplate,2,Canada
1,Net,2,Canada
1,Orb (Arcane Focus),3,Canada
1,Flail,3,Canada
1,Crowbar,3,Canada
1,Breastplate,3,Canada
1,Net,3,Canada
24,Splint,1,China
24,Studded Leather,1,China
22,Shield,1,China
22,Leather,1,China
21,Chain Mail,1,China
24,Splint,2,China
24,Studded Leather,2,China
22,Shield,2,China
22,Leather,2,China
21,Chain Mail,2,China
24,Splint,3,China
24,Studded Leather,3,China
22,Shield,3,China
22,Leather,3,China
21,Chain Mail,3,China
1,Chain Mail,1,Chile
1,Vial,1,Chile
1,Crystal (Arcane Focus),1,Chile
1,Studded Leather,1,Chile
1,Battleaxe,1,Chile
1,Chain Mail,2,Chile
1,Vial,2,Chile
1,Crystal (Arcane Focus),2,Chile
1,Studded Leather,2,Chile
1,Battleaxe,2,Chile
1,Chain Mail,3,Chile
1,Vial,3,Chile
1,Crystal (Arcane Focus),3,Chile
1,Studded Leather,3,Chile
1,Battleaxe,3,Chile
24,Splint,1,China
24,Studded Leather,1,China
22,Shield,1,China
22,Leather,1,China
21,Chain Mail,1,China
24,Splint,2,China
24,Studded Leather,2,China
22,Shield,2,China
22,Leather,2,China
21,Chain Mail,2,China
24,Splint,3,China
24,Studded Leather,3,China
22,Shield,3,China
22,Leather,3,China
21,Chain Mail,3,China
2,Splint,1,Colombia
1,Costume Clothes,1,Colombia
1,Chalk (10 piece),1,Colombia
1,Sling Bullets (20),1,Colombia
1,Shield,1,Colombia
2,Splint,2,Colombia
1,Costume Clothes,2,Colombia
1,Chalk (10 piece),2,Colombia
1,Sling Bullets (20),2,Colombia
1,Shield,2,Colombia
2,Splint,3,Colombia
1,Costume Clothes,3,Colombia
1,Chalk (10 piece),3,Colombia
1,Sling Bullets (20),3,Colombia
1,Shield,3,Colombia
2,Orb (Arcane Focus),1,Congo (Kinshasa)
2,Dart,1,Congo (Kinshasa)
2,Bullseye Lantern,1,Congo (Kinshasa)
2,Oil (Flask),1,Congo (Kinshasa)
2,Sling,1,Congo (Kinshasa)
2,Orb (Arcane Focus),2,Congo (Kinshasa)
2,Dart,2,Congo (Kinshasa)
2,Bullseye Lantern,2,Congo (Kinshasa)
2,Oil (Flask),2,Congo (Kinshasa)
2,Sling,2,Congo (Kinshasa)
2,Orb (Arcane Focus),3,Congo (Kinshasa)
2,Dart,3,Congo (Kinshasa)
2,Bullseye Lantern,3,Congo (Kinshasa)
2,Oil (Flask),3,Congo (Kinshasa)
2,Sling,3,Congo (Kinshasa)
4,Ring Mail,1,Egypt
3,Splint,1,Egypt
3,Hooded Lantern,1,Egypt
3,Spear,1,Egypt
3,Studded Leather,1,Egypt
4,Ring Mail,2,Egypt
3,Splint,2,Egypt
3,Hooded Lantern,2,Egypt
3,Spear,2,Egypt
3,Studded Leather,2,Egypt
4,Ring Mail,3,Egypt
3,Splint,3,Egypt
3,Hooded Lantern,3,Egypt
3,Spear,3,Egypt
3,Studded Leather,3,Egypt
2,Waterskin,1,France
2,Shield,1,France
2,Bullseye Lantern,1,France
1,Common Clothes,1,France
1,Climber's Kit,1,France
2,Waterskin,2,France
2,Shield,2,France
2,Bullseye Lantern,2,France
1,Common Clothes,2,France
1,Climber's Kit,2,France
2,Waterskin,3,France
2,Shield,3,France
2,Bullseye Lantern,3,France
1,Common Clothes,3,France
1,Climber's Kit,3,France
1,Grappling Hook,1,Greece
1,Orb (Arcane Focus),1,Greece
1,Lance,1,Greece
1,Half Plate,1,Greece
1,Spear,1,Greece
1,Grappling Hook,2,Greece
1,Orb (Arcane Focus),2,Greece
1,Lance,2,Greece
1,Half Plate,2,Greece
1,Spear,2,Greece
1,Grappling Hook,3,Greece
1,Orb (Arcane Focus),3,Greece
1,Lance,3,Greece
1,Half Plate,3,Greece
1,Spear,3,Greece
13,Chain Mail,1,India
9,Splint,1,India
9,Lamp,1,India
9,Studded Leather,1,India
8,Dart,1,India
13,Chain Mail,2,India
9,Splint,2,India
9,Lamp,2,India
9,Studded Leather,2,India
8,Dart,2,India
13,Chain Mail,3,India
9,Splint,3,India
9,Lamp,3,India
9,Studded Leather,3,India
8,Dart,3,India
6,Shield,1,Indonesia
5,Chain Mail,1,Indonesia
5,Climber's Kit,1,Indonesia
5,Chain (10 ft),1,Indonesia
5,Warhammer,1,Indonesia
6,Shield,2,Indonesia
5,Chain Mail,2,Indonesia
5,Climber's Kit,2,Indonesia
5,Chain (10 ft),2,Indonesia
5,Warhammer,2,Indonesia
6,Shield,3,Indonesia
5,Chain Mail,3,Indonesia
5,Climber's Kit,3,Indonesia
5,Chain (10 ft),3,Indonesia
5,Warhammer,3,Indonesia
3,Crystal (Arcane Focus),1,Iran
2,Splint,1,Iran
2,Candle,1,Iran
2,Chain Shirt,1,Iran
2,Half Plate,1,Iran
3,Crystal (Arcane Focus),2,Iran
2,Splint,2,Iran
2,Candle,2,Iran
2,Chain Shirt,2,Iran
2,Half Plate,2,Iran
3,Crystal (Arcane Focus),3,Iran
2,Splint,3,Iran
2,Candle,3,Iran
2,Chain Shirt,3,Iran
2,Half Plate,3,Iran
2,Spear,1,Iraq
1,Costume Clothes,1,Iraq
1,Crowbar,1,Iraq
1,Glass Bottle,1,Iraq
1,Halberd,1,Iraq
2,Spear,2,Iraq
1,Costume Clothes,2,Iraq
1,Crowbar,2,Iraq
1,Glass Bottle,2,Iraq
1,Halberd,2,Iraq
2,Spear,3,Iraq
1,Costume Clothes,3,Iraq
1,Crowbar,3,Iraq
1,Glass Bottle,3,Iraq
1,Halberd,3,Iraq
7,Splint,1,Japan
5,Breastplate,1,Japan
5,Vial,1,Japan
5,Acid (vial),1,Japan
5,Studded Leather,1,Japan
7,Splint,2,Japan
5,Breastplate,2,Japan
5,Vial,2,Japan
5,Acid (vial),2,Japan
5,Studded Leather,2,Japan
7,Splint,3,Japan
5,Breastplate,3,Japan
5,Vial,3,Japan
5,Acid (vial),3,Japan
5,Studded Leather,3,Japan
7,Splint,1,Japan
5,Breastplate,1,Japan
5,Vial,1,Japan
5,Acid (vial),1,Japan
5,Studded Leather,1,Japan
7,Splint,2,Japan
5,Breastplate,2,Japan
5,Vial,2,Japan
5,Acid (vial),2,Japan
5,Studded Leather,2,Japan
7,Splint,3,Japan
5,Breastplate,3,Japan
5,Vial,3,Japan
5,Acid (vial),3,Japan
5,Studded Leather,3,Japan
1,Candle,1,Kazakhstan
1,Chain Shirt,1,Kazakhstan
1,Sling Bullets (20),1,Kazakhstan
1,Ring Mail,1,Kazakhstan
1,Potion of Healing,1,Kazakhstan
1,Candle,2,Kazakhstan
1,Chain Shirt,2,Kazakhstan
1,Sling Bullets (20),2,Kazakhstan
1,Ring Mail,2,Kazakhstan
1,Potion of Healing,2,Kazakhstan
1,Candle,3,Kazakhstan
1,Chain Shirt,3,Kazakhstan
1,Sling Bullets (20),3,Kazakhstan
1,Ring Mail,3,Kazakhstan
1,Potion of Healing,3,Kazakhstan
1,Orb (Arcane Focus),1,Kenya
1,Light Hammer,1,Kenya
1,Maul,1,Kenya
1,Orb (Arcane Focus),2,Kenya
1,Light Hammer,2,Kenya
1,Maul,2,Kenya
1,Orb (Arcane Focus),3,Kenya
1,Light Hammer,3,Kenya
1,Maul,3,Kenya
1,Grappling Hook,1,Kuwait
1,Greataxe,1,Kuwait
1,Longsword,1,Kuwait
1,Glaive,1,Kuwait
1,Grappling Hook,2,Kuwait
1,Greataxe,2,Kuwait
1,Longsword,2,Kuwait
1,Glaive,2,Kuwait
1,Grappling Hook,3,Kuwait
1,Greataxe,3,Kuwait
1,Longsword,3,Kuwait
1,Glaive,3,Kuwait
2,Half Plate,1,Malaysia
2,Yew Wand (Druidic Focus),1,Malaysia
2,Quarterstaff,1,Malaysia
2,Healer's Kit,1,Malaysia
1,Common Clothes,1,Malaysia
2,Half Plate,2,Malaysia
2,Yew Wand (Druidic Focus),2,Malaysia
2,Quarterstaff,2,Malaysia
2,Healer's Kit,2,Malaysia
1,Common Clothes,2,Malaysia
2,Half Plate,3,Malaysia
2,Yew Wand (Druidic Focus),3,Malaysia
2,Quarterstaff,3,Malaysia
2,Healer's Kit,3,Malaysia
1,Common Clothes,3,Malaysia
1,Ball Bearings (100),1,Mali
1,Grappling Hook,1,Mali
1,Antitoxin (vial),1,Mali
1,Hooded Lantern,1,Mali
1,Ink (1 ounce bottle),1,Mali
1,Ball Bearings (100),2,Mali
1,Grappling Hook,2,Mali
1,Antitoxin (vial),2,Mali
1,Hooded Lantern,2,Mali
1,Ink (1 ounce bottle),2,Mali
1,Ball Bearings (100),3,Mali
1,Grappling Hook,3,Mali
1,Antitoxin (vial),3,Mali
1,Hooded Lantern,3,Mali
1,Ink (1 ounce bottle),3,Mali
5,Breastplate,1,Mexico
3,Costume Clothes,1,Mexico
3,Chain Shirt,1,Mexico
3,Half Plate,1,Mexico
3,Sling Bullets (20),1,Mexico
5,Breastplate,2,Mexico
3,Costume Clothes,2,Mexico
3,Chain Shirt,2,Mexico
3,Half Plate,2,Mexico
3,Sling Bullets (20),2,Mexico
5,Breastplate,3,Mexico
3,Costume Clothes,3,Mexico
3,Chain Shirt,3,Mexico
3,Half Plate,3,Mexico
3,Sling Bullets (20),3,Mexico
1,Rod (Arcane Focus),1,Mongolia
1,Robes,1,Mongolia
1,Greataxe,1,Mongolia
1,Battleaxe,1,Mongolia
1,Rod (Arcane Focus),2,Mongolia
1,Robes,2,Mongolia
1,Greataxe,2,Mongolia
1,Battleaxe,2,Mongolia
1,Rod (Arcane Focus),3,Mongolia
1,Robes,3,Mongolia
1,Greataxe,3,Mongolia
1,Battleaxe,3,Mongolia
1,Common Clothes,1,Morocco
1,Basic Poison (Vial),1,Morocco
1,Chalk (10 piece),1,Morocco
1,Lance,1,Morocco
1,Hooded Lantern,1,Morocco
1,Common Clothes,2,Morocco
1,Basic Poison (Vial),2,Morocco
1,Chalk (10 piece),2,Morocco
1,Lance,2,Morocco
1,Hooded Lantern,2,Morocco
1,Common Clothes,3,Morocco
1,Basic Poison (Vial),3,Morocco
1,Chalk (10 piece),3,Morocco
1,Lance,3,Morocco
1,Hooded Lantern,3,Morocco
2,Vial,1,Nigeria
2,Mace,1,Nigeria
1,Ball Bearings (100),1,Nigeria
1,Alchemist's Fire (flask),1,Nigeria
1,Splint,1,Nigeria
2,Vial,2,Nigeria
2,Mace,2,Nigeria
1,Ball Bearings (100),2,Nigeria
1,Alchemist's Fire (flask),2,Nigeria
1,Splint,2,Nigeria
2,Vial,3,Nigeria
2,Mace,3,Nigeria
1,Ball Bearings (100),3,Nigeria
1,Alchemist's Fire (flask),3,Nigeria
1,Splint,3,Nigeria
3,Wooden Staff (Druidic Focus),1,Philippines
2,Alchemist's Fire (flask),1,Philippines
2,Crowbar,1,Philippines
2,Chain Shirt,1,Philippines
2,Rations (1 day),1,Philippines
3,Wooden Staff (Druidic Focus),2,Philippines
2,Alchemist's Fire (flask),2,Philippines
2,Crowbar,2,Philippines
2,Chain Shirt,2,Philippines
2,Rations (1 day),2,Philippines
3,Wooden Staff (Druidic Focus),3,Philippines
2,Alchemist's Fire (flask),3,Philippines
2,Crowbar,3,Philippines
2,Chain Shirt,3,Philippines
2,Rations (1 day),3,Philippines
5,Studded Leather,1,Pakistan
4,Chain Shirt,1,Pakistan
3,Net,1,Pakistan
2,Grappling Hook,1,Pakistan
2,Light Crossbow,1,Pakistan
5,Studded Leather,2,Pakistan
4,Chain Shirt,2,Pakistan
3,Net,2,Pakistan
2,Grappling Hook,2,Pakistan
2,Light Crossbow,2,Pakistan
5,Studded Leather,3,Pakistan
4,Chain Shirt,3,Pakistan
3,Net,3,Pakistan
2,Grappling Hook,3,Pakistan
2,Light Crossbow,3,Pakistan
1,Heavy Crossbow,1,Peru
1,Breastplate,1,Peru
1,Half Plate,1,Peru
1,Caltrops (20),1,Peru
1,Ring Mail,1,Peru
1,Heavy Crossbow,2,Peru
1,Breastplate,2,Peru
1,Half Plate,2,Peru
1,Caltrops (20),2,Peru
1,Ring Mail,2,Peru
1,Heavy Crossbow,3,Peru
1,Breastplate,3,Peru
1,Half Plate,3,Peru
1,Caltrops (20),3,Peru
1,Ring Mail,3,Peru
3,Wooden Staff (Druidic Focus),1,Philippines
2,Alchemist's Fire (flask),1,Philippines
2,Crowbar,1,Philippines
2,Chain Shirt,1,Philippines
2,Rations (1 day),1,Philippines
3,Wooden Staff (Druidic Focus),2,Philippines
2,Alchemist's Fire (flask),2,Philippines
2,Crowbar,2,Philippines
2,Chain Shirt,2,Philippines
2,Rations (1 day),2,Philippines
3,Wooden Staff (Druidic Focus),3,Philippines
2,Alchemist's Fire (flask),3,Philippines
2,Crowbar,3,Philippines
2,Chain Shirt,3,Philippines
2,Rations (1 day),3,Philippines
1,Chain Mail,1,Poland
1,Blowgun,1,Poland
1,Chain Mail,2,Poland
1,Blowgun,2,Poland
1,Chain Mail,3,Poland
1,Blowgun,3,Poland
2,Grappling Hook,1,Russia
2,Splint,1,Russia
2,Handaxe,1,Russia
2,Flail,1,Russia
2,Ring Mail,1,Russia
2,Grappling Hook,2,Russia
2,Splint,2,Russia
2,Handaxe,2,Russia
2,Flail,2,Russia
2,Ring Mail,2,Russia
2,Grappling Hook,3,Russia
2,Splint,3,Russia
2,Handaxe,3,Russia
2,Flail,3,Russia
2,Ring Mail,3,Russia
2,Grappling Hook,1,Russia
2,Splint,1,Russia
2,Handaxe,1,Russia
2,Flail,1,Russia
2,Ring Mail,1,Russia
2,Grappling Hook,2,Russia
2,Splint,2,Russia
2,Handaxe,2,Russia
2,Flail,2,Russia
2,Ring Mail,2,Russia
2,Grappling Hook,3,Russia
2,Splint,3,Russia
2,Handaxe,3,Russia
2,Flail,3,Russia
2,Ring Mail,3,Russia
1,Common Clothes,1,Saudi Arabia
1,Waterskin,1,Saudi Arabia
1,Book,1,Saudi Arabia
1,Crystal (Arcane Focus),1,Saudi Arabia
1,Hide,1,Saudi Arabia
1,Common Clothes,2,Saudi Arabia
1,Waterskin,2,Saudi Arabia
1,Book,2,Saudi Arabia
1,Crystal (Arcane Focus),2,Saudi Arabia
1,Hide,2,Saudi Arabia
1,Common Clothes,3,Saudi Arabia
1,Waterskin,3,Saudi Arabia
1,Book,3,Saudi Arabia
1,Crystal (Arcane Focus),3,Saudi Arabia
1,Hide,3,Saudi Arabia
1,Heavy Crossbow,1,Senegal
1,Sledgehammer,1,Senegal
1,Dagger,1,Senegal
1,Acid (vial),1,Senegal
1,Blowgun,1,Senegal
1,Heavy Crossbow,2,Senegal
1,Sledgehammer,2,Senegal
1,Dagger,2,Senegal
1,Acid (vial),2,Senegal
1,Blowgun,2,Senegal
1,Heavy Crossbow,3,Senegal
1,Sledgehammer,3,Senegal
1,Dagger,3,Senegal
1,Acid (vial),3,Senegal
1,Blowgun,3,Senegal
3,Light Crossbow,1,South Korea
3,Scale Mail,1,South Korea
2,Basic Poison (Vial),1,South Korea
2,Chain Mail,1,South Korea
2,Sledgehammer,1,South Korea
3,Light Crossbow,2,South Korea
3,Scale Mail,2,South Korea
2,Basic Poison (Vial),2,South Korea
2,Chain Mail,2,South Korea
2,Sledgehammer,2,South Korea
3,Light Crossbow,3,South Korea
3,Scale Mail,3,South Korea
2,Basic Poison (Vial),3,South Korea
2,Chain Mail,3,South Korea
2,Sledgehammer,3,South Korea
2,Mace,1,Sudan
2,Traveler's Clothes,1,Sudan
1,Light Crossbow,1,Sudan
1,Chain Shirt,1,Sudan
1,Rod (Arcane Focus),1,Sudan
2,Mace,2,Sudan
2,Traveler's Clothes,2,Sudan
1,Light Crossbow,2,Sudan
1,Chain Shirt,2,Sudan
1,Rod (Arcane Focus),2,Sudan
2,Mace,3,Sudan
2,Traveler's Clothes,3,Sudan
1,Light Crossbow,3,Sudan
1,Chain Shirt,3,Sudan
1,Rod (Arcane Focus),3,Sudan
2,Bucket,1,Tanzania
1,Splint,1,Tanzania
1,Ring Mail,1,Tanzania
1,Book,1,Tanzania
1,Robes,1,Tanzania
2,Bucket,2,Tanzania
1,Splint,2,Tanzania
1,Ring Mail,2,Tanzania
1,Book,2,Tanzania
1,Robes,2,Tanzania
2,Bucket,3,Tanzania
1,Splint,3,Tanzania
1,Ring Mail,3,Tanzania
1,Book,3,Tanzania
1,Robes,3,Tanzania
2,Splint,1,Thailand
2,Chalk (10 piece),1,Thailand
2,Warhammer,1,Thailand
1,Common Clothes,1,Thailand
1,Basic Poison (Vial),1,Thailand
2,Splint,2,Thailand
2,Chalk (10 piece),2,Thailand
2,Warhammer,2,Thailand
1,Common Clothes,2,Thailand
1,Basic Poison (Vial),2,Thailand
2,Splint,3,Thailand
2,Chalk (10 piece),3,Thailand
2,Warhammer,3,Thailand
1,Common Clothes,3,Thailand
1,Basic Poison (Vial),3,Thailand
1,Common Clothes,1,Togo
1,Sling Bullets (20),1,Togo
1,Spellbook,1,Togo
1,Scimitar,1,Togo
1,Common Clothes,2,Togo
1,Sling Bullets (20),2,Togo
1,Spellbook,2,Togo
1,Scimitar,2,Togo
1,Common Clothes,3,Togo
1,Sling Bullets (20),3,Togo
1,Spellbook,3,Togo
1,Scimitar,3,Togo
2,Sling Bullets (20),1,Turkey
2,Padded,1,Turkey
2,Leather,1,Turkey
2,Bedroll,1,Turkey
2,Hide,1,Turkey
2,Sling Bullets (20),2,Turkey
2,Padded,2,Turkey
2,Leather,2,Turkey
2,Bedroll,2,Turkey
2,Hide,2,Turkey
2,Sling Bullets (20),3,Turkey
2,Padded,3,Turkey
2,Leather,3,Turkey
2,Bedroll,3,Turkey
2,Hide,3,Turkey
2,Pike,1,United Kingdom
2,Greatsword,1,United Kingdom
1,Orb (Arcane Focus),1,United Kingdom
1,Chain Mail,1,United Kingdom
1,Candle,1,United Kingdom
2,Pike,2,United Kingdom
2,Greatsword,2,United Kingdom
1,Orb (Arcane Focus),2,United Kingdom
1,Chain Mail,2,United Kingdom
1,Candle,2,United Kingdom
2,Pike,3,United Kingdom
2,Greatsword,3,United Kingdom
1,Orb (Arcane Focus),3,United Kingdom
1,Chain Mail,3,United Kingdom
1,Candle,3,United Kingdom
35,Ring Mail,1,United States
33,Half Plate,1,United States
31,Studded Leather,1,United States
30,Shield,1,United States
29,Padded,1,United States
35,Ring Mail,2,United States
33,Half Plate,2,United States
31,Studded Leather,2,United States
30,Shield,2,United States
29,Padded,2,United States
35,Ring Mail,3,United States
33,Half Plate,3,United States
31,Studded Leather,3,United States
30,Shield,3,United States
29,Padded,3,United States
1,Costume Clothes,1,Uzbekistan
1,Chalk (10 piece),1,Uzbekistan
1,Lance,1,Uzbekistan
1,Amulet (Holy Symbol),1,Uzbekistan
1,Hand Crossbow,1,Uzbekistan
1,Costume Clothes,2,Uzbekistan
1,Chalk (10 piece),2,Uzbekistan
1,Lance,2,Uzbekistan
1,Amulet (Holy Symbol),2,Uzbekistan
1,Hand Crossbow,2,Uzbekistan
1,Costume Clothes,3,Uzbekistan
1,Chalk (10 piece),3,Uzbekistan
1,Lance,3,Uzbekistan
1,Amulet (Holy Symbol),3,Uzbekistan
1,Hand Crossbow,3,Uzbekistan
2,Climber's Kit,1,Vietnam
2,Rapier,1,Vietnam
2,Blowgun Needles (50),1,Vietnam
2,Chain (10 ft),1,Vietnam
2,Leather,1,Vietnam
2,Climber's Kit,2,Vietnam
2,Rapier,2,Vietnam
2,Blowgun Needles (50),2,Vietnam
2,Chain (10 ft),2,Vietnam
2,Leather,2,Vietnam
2,Climber's Kit,3,Vietnam
2,Rapier,3,Vietnam
2,Blowgun Needles (50),3,Vietnam
2,Chain (10 ft),3,Vietnam
2,Leather,3,Vietnam
2,Half Plate,1,Malaysia
2,Yew Wand (Druidic Focus),1,Malaysia
2,Quarterstaff,1,Malaysia
2,Healer's Kit,1,Malaysia
1,Common Clothes,1,Malaysia
2,Half Plate,2,Malaysia
2,Yew Wand (Druidic Focus),2,Malaysia
2,Quarterstaff,2,Malaysia
2,Healer's Kit,2,Malaysia
1,Common Clothes,2,Malaysia
2,Half Plate,3,Malaysia
2,Yew Wand (Druidic Focus),3,Malaysia
2,Quarterstaff,3,Malaysia
2,Healer's Kit,3,Malaysia
1,Common Clothes,3,Malaysia
